时间/s,0 cm,0.1 cm,0.2 cm,0.3 cm,0.4 cm,0.5 cm,0.6 cm,0.7 cm,0.8 cm,0.9 cm,1 cm,1.1 cm,1.2 cm,1.3 cm,1.4 cm,1.5 cm,1.6 cm,1.7 cm,1.8 cm,1.9 cm,2 cm
3500,2.529538,2.528552,2.525517,2.520196,2.512200,2.500992,2.485897,2.466124,2.440795,2.408979,2.369747,2.322227,2.265669,2.199508,2.123420,2.037375,1.941661,1.836898,1.724009,1.604169,1.478688
3501,2.529502,2.528515,2.525477,2.520152,2.512149,2.500932,2.485827,2.466043,2.440701,2.408872,2.369628,2.322097,2.265531,2.199363,2.123273,2.037229,1.941522,1.836769,1.723894,1.604072,1.478611
3502,2.529466,2.528478,2.525437,2.520107,2.512097,2.500872,2.485756,2.465961,2.440607,2.408766,2.369509,2.321968,2.265392,2.199218,2.123126,2.037084,1.941382,1.836640,1.723780,1.603975,1.478533
3503,2.529430,2.528441,2.525397,2.520062,2.512046,2.500811,2.485686,2.465879,2.440513,2.408659,2.369391,2.321838,2.265254,2.199074,2.122979,2.036938,1.941243,1.836511,1.723665,1.603879,1.478456
3504,2.529394,2.528404,2.525357,2.520017,2.511994,2.500751,2.485616,2.465798,2.440419,2.408553,2.369272,2.321709,2.265115,2.198929,2.122832,2.036793,1.941104,1.836382,1.723551,1.603782,1.478379
3505,2.529358,2.528367,2.525317,2.519972,2.511942,2.500691,2.485545,2.465716,2.440325,2.408446,2.369154,2.321579,2.264977,2.198785,2.122685,2.036647,1.940964,1.836253,1.723437,1.603685,1.478302
3506,2.529321,2.528330,2.525277,2.519927,2.511890,2.500631,2.485475,2.465634,2.440231,2.408340,2.369035,2.321450,2.264838,2.198640,2.122538,2.036502,1.940825,1.836124,1.723322,1.603589,1.478225
3507,2.529285,2.528293,2.525237,2.519882,2.511839,2.500570,2.485405,2.465552,2.440137,2.408233,2.368916,2.321320,2.264700,2.198496,2.122391,2.036357,1.940686,1.835995,1.723208,1.603492,1.478148
3508,2.529249,2.528255,2.525197,2.519837,2.511787,2.500510,2.485334,2.465471,2.440043,2.408127,2.368798,2.321191,2.264562,2.198351,2.122244,2.036211,1.940546,1.835867,1.723094,1.603395,1.478070
3509,2.529212,2.528218,2.525156,2.519792,2.511735,2.500450,2.485264,2.465389,2.439949,2.408020,2.368679,2.321061,2.264423,2.198207,2.122097,2.036066,1.940407,1.835738,1.722980,1.603299,1.477993
3510,2.529176,2.528181,2.525116,2.519747,2.511683,2.500389,2.485193,2.465307,2.439855,2.407914,2.368560,2.320932,2.264285,2.198063,2.121950,2.035921,1.940268,1.835609,1.722866,1.603202,1.477916
3511,2.529140,2.528143,2.525076,2.519701,2.511631,2.500329,2.485122,2.465225,2.439761,2.407807,2.368442,2.320802,2.264146,2.197918,2.121803,2.035776,1.940129,1.835480,1.722751,1.603106,1.477839
3512,2.529103,2.528106,2.525035,2.519656,2.511579,2.500268,2.485052,2.465143,2.439666,2.407700,2.368323,2.320672,2.264008,2.197774,2.121656,2.035630,1.939990,1.835352,1.722637,1.603009,1.477762
3513,2.529067,2.528068,2.524995,2.519611,2.511527,2.500208,2.484981,2.465061,2.439572,2.407594,2.368204,2.320543,2.263870,2.197629,2.121509,2.035485,1.939850,1.835223,1.722523,1.602913,1.477685
3514,2.529030,2.528031,2.524954,2.519565,2.511475,2.500147,2.484910,2.464979,2.439478,2.407487,2.368085,2.320413,2.263731,2.197485,2.121362,2.035340,1.939711,1.835095,1.722409,1.602816,1.477608
3515,2.528994,2.527993,2.524914,2.519520,2.511423,2.500086,2.484840,2.464897,2.439384,2.407380,2.367967,2.320284,2.263593,2.197341,2.121216,2.035195,1.939572,1.834966,1.722295,1.602720,1.477531
3516,2.528957,2.527956,2.524873,2.519475,2.511371,2.500026,2.484769,2.464814,2.439289,2.407273,2.367848,2.320154,2.263454,2.197196,2.121069,2.035050,1.939433,1.834838,1.722181,1.602623,1.477454
3517,2.528920,2.527918,2.524833,2.519429,2.511318,2.499965,2.484698,2.464732,2.439195,2.407167,2.367729,2.320024,2.263316,2.197052,2.120922,2.034905,1.939294,1.834709,1.722067,1.602527,1.477377
3518,2.528884,2.527880,2.524792,2.519384,2.511266,2.499904,2.484627,2.464650,2.439101,2.407060,2.367610,2.319895,2.263178,2.196908,2.120775,2.034760,1.939156,1.834581,1.721953,1.602430,1.477300
3519,2.528847,2.527843,2.524752,2.519338,2.511214,2.499843,2.484556,2.464568,2.439006,2.406953,2.367491,2.319765,2.263039,2.196763,2.120629,2.034615,1.939017,1.834452,1.721839,1.602334,1.477223
3520,2.528810,2.527805,2.524711,2.519292,2.511161,2.499782,2.484485,2.464486,2.438912,2.406846,2.367373,2.319636,2.262901,2.196619,2.120482,2.034470,1.938878,1.834324,1.721725,1.602237,1.477146
3521,2.528773,2.527767,2.524670,2.519247,2.511109,2.499721,2.484414,2.464403,2.438817,2.406739,2.367254,2.319506,2.262763,2.196475,2.120335,2.034325,1.938739,1.834196,1.721612,1.602141,1.477069
3522,2.528736,2.527729,2.524629,2.519201,2.511057,2.499661,2.484343,2.464321,2.438723,2.406632,2.367135,2.319376,2.262624,2.196330,2.120189,2.034180,1.938600,1.834067,1.721498,1.602045,1.476992
3523,2.528699,2.527691,2.524588,2.519155,2.511004,2.499600,2.484272,2.464238,2.438628,2.406525,2.367016,2.319247,2.262486,2.196186,2.120042,2.034035,1.938461,1.833939,1.721384,1.601948,1.476916
3524,2.528663,2.527653,2.524548,2.519110,2.510952,2.499538,2.484201,2.464156,2.438534,2.406418,2.366897,2.319117,2.262347,2.196042,2.119896,2.033890,1.938323,1.833811,1.721270,1.601852,1.476839
3525,2.528626,2.527615,2.524507,2.519064,2.510899,2.499477,2.484130,2.464074,2.438439,2.406311,2.366778,2.318987,2.262209,2.195898,2.119749,2.033745,1.938184,1.833683,1.721156,1.601756,1.476762
3526,2.528588,2.527577,2.524466,2.519018,2.510846,2.499416,2.484059,2.463991,2.438344,2.406204,2.366659,2.318858,2.262071,2.195754,2.119603,2.033601,1.938045,1.833554,1.721043,1.601659,1.476685
3527,2.528551,2.527539,2.524425,2.518972,2.510794,2.499355,2.483988,2.463909,2.438250,2.406097,2.366540,2.318728,2.261932,2.195609,2.119456,2.033456,1.937907,1.833426,1.720929,1.601563,1.476608
3528,2.528514,2.527501,2.524384,2.518926,2.510741,2.499294,2.483916,2.463826,2.438155,2.405990,2.366421,2.318598,2.261794,2.195465,2.119310,2.033311,1.937768,1.833298,1.720815,1.601467,1.476531
3529,2.528477,2.527463,2.524342,2.518880,2.510688,2.499233,2.483845,2.463743,2.438060,2.405883,2.366302,2.318469,2.261656,2.195321,2.119163,2.033167,1.937630,1.833170,1.720702,1.601371,1.476455
3530,2.528440,2.527425,2.524301,2.518834,2.510636,2.499171,2.483774,2.463661,2.437966,2.405776,2.366183,2.318339,2.261517,2.195177,2.119017,2.033022,1.937491,1.833042,1.720588,1.601274,1.476378
3531,2.528403,2.527387,2.524260,2.518788,2.510583,2.499110,2.483702,2.463578,2.437871,2.405669,2.366064,2.318209,2.261379,2.195033,2.118870,2.032877,1.937353,1.832914,1.720474,1.601178,1.476301
3532,2.528365,2.527348,2.524219,2.518742,2.510530,2.499049,2.483631,2.463495,2.437776,2.405562,2.365945,2.318080,2.261241,2.194889,2.118724,2.032733,1.937214,1.832786,1.720361,1.601082,1.476224
3533,2.528328,2.527310,2.524178,2.518696,2.510477,2.498987,2.483559,2.463413,2.437681,2.405455,2.365826,2.317950,2.261103,2.194745,2.118578,2.032588,1.937076,1.832658,1.720247,1.600986,1.476148
3534,2.528291,2.527272,2.524136,2.518650,2.510424,2.498926,2.483488,2.463330,2.437586,2.405348,2.365707,2.317820,2.260964,2.194600,2.118431,2.032444,1.936937,1.832530,1.720134,1.600889,1.476071
3535,2.528253,2.527233,2.524095,2.518603,2.510371,2.498864,2.483416,2.463247,2.437491,2.405240,2.365588,2.317691,2.260826,2.194456,2.118285,2.032299,1.936799,1.832402,1.720020,1.600793,1.475994
3536,2.528216,2.527195,2.524054,2.518557,2.510318,2.498803,2.483345,2.463164,2.437397,2.405133,2.365469,2.317561,2.260688,2.194312,2.118139,2.032155,1.936661,1.832275,1.719907,1.600697,1.475918
3537,2.528178,2.527156,2.524012,2.518511,2.510265,2.498741,2.483273,2.463081,2.437302,2.405026,2.365350,2.317431,2.260549,2.194168,2.117992,2.032010,1.936522,1.832147,1.719793,1.600601,1.475841
3538,2.528141,2.527118,2.523971,2.518464,2.510212,2.498680,2.483202,2.462998,2.437207,2.404919,2.365231,2.317302,2.260411,2.194024,2.117846,2.031866,1.936384,1.832019,1.719680,1.600505,1.475764
3539,2.528103,2.527079,2.523929,2.518418,2.510159,2.498618,2.483130,2.462915,2.437112,2.404811,2.365112,2.317172,2.260273,2.193880,2.117700,2.031721,1.936246,1.831891,1.719566,1.600409,1.475688
3540,2.528065,2.527041,2.523888,2.518372,2.510106,2.498556,2.483058,2.462832,2.437016,2.404704,2.364993,2.317042,2.260134,2.193736,2.117554,2.031577,1.936108,1.831764,1.719453,1.600313,1.475611
3541,2.528028,2.527002,2.523846,2.518325,2.510052,2.498495,2.482986,2.462749,2.436921,2.404597,2.364873,2.316912,2.259996,2.193592,2.117407,2.031433,1.935970,1.831636,1.719340,1.600217,1.475534
3542,2.527990,2.526963,2.523804,2.518279,2.509999,2.498433,2.482915,2.462666,2.436826,2.404489,2.364754,2.316783,2.259858,2.193448,2.117261,2.031288,1.935831,1.831508,1.719226,1.600121,1.475458
3543,2.527952,2.526924,2.523763,2.518232,2.509946,2.498371,2.482843,2.462583,2.436731,2.404382,2.364635,2.316653,2.259720,2.193304,2.117115,2.031144,1.935693,1.831381,1.719113,1.600025,1.475381
3544,2.527914,2.526886,2.523721,2.518185,2.509892,2.498309,2.482771,2.462500,2.436636,2.404274,2.364516,2.316523,2.259581,2.193160,2.116969,2.031000,1.935555,1.831253,1.719000,1.599929,1.475305
3545,2.527877,2.526847,2.523679,2.518139,2.509839,2.498247,2.482699,2.462417,2.436541,2.404167,2.364397,2.316393,2.259443,2.193017,2.116823,2.030856,1.935417,1.831126,1.718886,1.599833,1.475228
3546,2.527839,2.526808,2.523637,2.518092,2.509785,2.498185,2.482627,2.462334,2.436446,2.404059,2.364277,2.316264,2.259305,2.192873,2.116677,2.030711,1.935279,1.830998,1.718773,1.599737,1.475152
3547,2.527801,2.526769,2.523595,2.518045,2.509732,2.498123,2.482555,2.462250,2.436350,2.403952,2.364158,2.316134,2.259167,2.192729,2.116531,2.030567,1.935141,1.830871,1.718660,1.599641,1.475075
3548,2.527763,2.526730,2.523553,2.517999,2.509678,2.498061,2.482483,2.462167,2.436255,2.403844,2.364039,2.316004,2.259028,2.192585,2.116385,2.030423,1.935003,1.830743,1.718547,1.599545,1.474999
3549,2.527725,2.526691,2.523512,2.517952,2.509625,2.497999,2.482411,2.462084,2.436160,2.403737,2.363920,2.315874,2.258890,2.192441,2.116239,2.030279,1.934866,1.830616,1.718434,1.599449,1.474923
3550,2.527687,2.526652,2.523470,2.517905,2.509571,2.497937,2.482339,2.462000,2.436064,2.403629,2.363800,2.315744,2.258752,2.192297,2.116093,2.030135,1.934728,1.830488,1.718321,1.599353,1.474846
3551,2.527649,2.526613,2.523428,2.517858,2.509518,2.497875,2.482267,2.461917,2.435969,2.403522,2.363681,2.315615,2.258614,2.192153,2.115947,2.029991,1.934590,1.830361,1.718207,1.599257,1.474770
3552,2.527611,2.526574,2.523385,2.517811,2.509464,2.497813,2.482194,2.461834,2.435874,2.403414,2.363562,2.315485,2.258476,2.192009,2.115801,2.029847,1.934452,1.830234,1.718094,1.599161,1.474694
3553,2.527572,2.526535,2.523343,2.517764,2.509410,2.497751,2.482122,2.461750,2.435778,2.403307,2.363442,2.315355,2.258337,2.191866,2.115655,2.029703,1.934314,1.830106,1.717981,1.599066,1.474618
3554,2.527534,2.526495,2.523301,2.517717,2.509356,2.497688,2.482050,2.461667,2.435683,2.403199,2.363323,2.315225,2.258199,2.191722,2.115509,2.029559,1.934177,1.829979,1.717868,1.598970,1.474542
3555,2.527496,2.526456,2.523259,2.517670,2.509303,2.497626,2.481978,2.461583,2.435587,2.403091,2.363204,2.315096,2.258061,2.191578,2.115363,2.029415,1.934039,1.829852,1.717755,1.598874,1.474466
3556,2.527458,2.526417,2.523217,2.517623,2.509249,2.497564,2.481905,2.461500,2.435492,2.402984,2.363084,2.314966,2.257923,2.191434,2.115218,2.029271,1.933901,1.829725,1.717642,1.598778,1.474389
3557,2.527419,2.526378,2.523174,2.517576,2.509195,2.497501,2.481833,2.461416,2.435396,2.402876,2.362965,2.314836,2.257785,2.191291,2.115072,2.029127,1.933764,1.829597,1.717529,1.598682,1.474313
3558,2.527381,2.526338,2.523132,2.517528,2.509141,2.497439,2.481760,2.461332,2.435301,2.402768,2.362846,2.314706,2.257646,2.191147,2.114926,2.028984,1.933626,1.829470,1.717416,1.598586,1.474238
3559,2.527342,2.526299,2.523090,2.517481,2.509087,2.497376,2.481688,2.461249,2.435205,2.402660,2.362726,2.314576,2.257508,2.191003,2.114780,2.028840,1.933488,1.829343,1.717303,1.598491,1.474162
3560,2.527304,2.526259,2.523047,2.517434,2.509033,2.497314,2.481615,2.461165,2.435109,2.402553,2.362607,2.314446,2.257370,2.190859,2.114635,2.028696,1.933351,1.829216,1.717190,1.598395,1.474086
3561,2.527265,2.526220,2.523005,2.517386,2.508979,2.497251,2.481543,2.461081,2.435014,2.402445,2.362487,2.314317,2.257232,2.190716,2.114489,2.028552,1.933213,1.829089,1.717077,1.598299,1.474010
3562,2.527227,2.526180,2.522962,2.517339,2.508925,2.497189,2.481470,2.460998,2.434918,2.402337,2.362368,2.314187,2.257094,2.190572,2.114343,2.028409,1.933076,1.828962,1.716965,1.598203,1.473934
3563,2.527188,2.526141,2.522920,2.517292,2.508870,2.497126,2.481398,2.460914,2.434822,2.402229,2.362248,2.314057,2.256956,2.190428,2.114197,2.028265,1.932938,1.828835,1.716852,1.598107,1.473858
3564,2.527149,2.526101,2.522877,2.517244,2.508816,2.497063,2.481325,2.460830,2.434726,2.402121,2.362129,2.313927,2.256817,2.190285,2.114052,2.028121,1.932801,1.828708,1.716739,1.598012,1.473783
3565,2.527111,2.526061,2.522835,2.517197,2.508762,2.497001,2.481252,2.460746,2.434631,2.402013,2.362009,2.313797,2.256679,2.190141,2.113906,2.027978,1.932664,1.828581,1.716626,1.597916,1.473707
3566,2.527072,2.526022,2.522792,2.517149,2.508708,2.496938,2.481180,2.460662,2.434535,2.401905,2.361890,2.313667,2.256541,2.189998,2.113761,2.027834,1.932526,1.828454,1.716513,1.597820,1.473632
3567,2.527033,2.525982,2.522749,2.517101,2.508653,2.496875,2.481107,2.460578,2.434439,2.401798,2.361770,2.313538,2.256403,2.189854,2.113615,2.027690,1.932389,1.828327,1.716401,1.597725,1.473556
3568,2.526994,2.525942,2.522706,2.517054,2.508599,2.496812,2.481034,2.460494,2.434343,2.401690,2.361651,2.313408,2.256265,2.189710,2.113469,2.027547,1.932252,1.828200,1.716288,1.597629,1.473481
3569,2.526956,2.525902,2.522664,2.517006,2.508545,2.496749,2.480961,2.460410,2.434247,2.401582,2.361531,2.313278,2.256127,2.189567,2.113324,2.027403,1.932114,1.828073,1.716175,1.597533,1.473405
3570,2.526917,2.525862,2.522621,2.516958,2.508490,2.496687,2.480888,2.460326,2.434151,2.401474,2.361412,2.313148,2.255989,2.189423,2.113178,2.027260,1.931977,1.827946,1.716062,1.597438,1.473330
3571,2.526878,2.525822,2.522578,2.516911,2.508436,2.496624,2.480815,2.460242,2.434055,2.401366,2.361292,2.313018,2.255850,2.189280,2.113033,2.027116,1.931840,1.827820,1.715950,1.597342,1.473254
3572,2.526839,2.525782,2.522535,2.516863,2.508381,2.496561,2.480742,2.460158,2.433959,2.401257,2.361173,2.312888,2.255712,2.189136,2.112887,2.026973,1.931703,1.827693,1.715837,1.597246,1.473179
3573,2.526800,2.525742,2.522492,2.516815,2.508326,2.496498,2.480669,2.460074,2.433863,2.401149,2.361053,2.312758,2.255574,2.188993,2.112742,2.026830,1.931566,1.827566,1.715724,1.597151,1.473104
3574,2.526761,2.525702,2.522449,2.516767,2.508272,2.496434,2.480596,2.459990,2.433767,2.401041,2.360933,2.312628,2.255436,2.188849,2.112597,2.026686,1.931429,1.827439,1.715612,1.597055,1.473028
3575,2.526721,2.525662,2.522406,2.516719,2.508217,2.496371,2.480523,2.459906,2.433671,2.400933,2.360814,2.312499,2.255298,2.188706,2.112451,2.026543,1.931291,1.827313,1.715499,1.596960,1.472953
3576,2.526682,2.525622,2.522363,2.516671,2.508162,2.496308,2.480450,2.459821,2.433575,2.400825,2.360694,2.312369,2.255160,2.188562,2.112306,2.026400,1.931154,1.827186,1.715386,1.596864,1.472878
3577,2.526643,2.525582,2.522320,2.516623,2.508108,2.496245,2.480377,2.459737,2.433479,2.400717,2.360574,2.312239,2.255022,2.188419,2.112160,2.026256,1.931017,1.827059,1.715274,1.596769,1.472803
3578,2.526604,2.525542,2.522276,2.516575,2.508053,2.496182,2.480304,2.459653,2.433383,2.400609,2.360455,2.312109,2.254884,2.188275,2.112015,2.026113,1.930880,1.826933,1.715161,1.596673,1.472728
3579,2.526565,2.525501,2.522233,2.516527,2.507998,2.496118,2.480231,2.459568,2.433286,2.400501,2.360335,2.311979,2.254746,2.188132,2.111870,2.025970,1.930743,1.826806,1.715049,1.596578,1.472653
3580,2.526525,2.525461,2.522190,2.516479,2.507943,2.496055,2.480157,2.459484,2.433190,2.400392,2.360215,2.311849,2.254608,2.187988,2.111725,2.025826,1.930606,1.826680,1.714936,1.596482,1.472578
3581,2.526486,2.525421,2.522147,2.516431,2.507888,2.495992,2.480084,2.459399,2.433094,2.400284,2.360096,2.311719,2.254470,2.187845,2.111579,2.025683,1.930470,1.826553,1.714824,1.596387,1.472503
3582,2.526446,2.525380,2.522103,2.516382,2.507833,2.495928,2.480011,2.459315,2.432998,2.400176,2.359976,2.311589,2.254332,2.187702,2.111434,2.025540,1.930333,1.826427,1.714711,1.596291,1.472428
3583,2.526407,2.525340,2.522060,2.516334,2.507778,2.495865,2.479937,2.459231,2.432901,2.400067,2.359856,2.311459,2.254194,2.187558,2.111289,2.025397,1.930196,1.826300,1.714599,1.596196,1.472353
3584,2.526367,2.525299,2.522016,2.516286,2.507723,2.495801,2.479864,2.459146,2.432805,2.399959,2.359736,2.311329,2.254055,2.187415,2.111144,2.025254,1.930059,1.826174,1.714486,1.596101,1.472278
3585,2.526328,2.525259,2.521973,2.516237,2.507668,2.495738,2.479790,2.459061,2.432709,2.399851,2.359616,2.311199,2.253917,2.187272,2.110998,2.025111,1.929922,1.826047,1.714374,1.596005,1.472203
3586,2.526288,2.525218,2.521929,2.516189,2.507613,2.495674,2.479717,2.458977,2.432612,2.399742,2.359497,2.311069,2.253779,2.187128,2.110853,2.024968,1.929785,1.825921,1.714261,1.595910,1.472129
3587,2.526249,2.525177,2.521886,2.516141,2.507558,2.495611,2.479643,2.458892,2.432516,2.399634,2.359377,2.310939,2.253641,2.186985,2.110708,2.024825,1.929649,1.825794,1.714149,1.595815,1.472054
3588,2.526209,2.525137,2.521842,2.516092,2.507503,2.495547,2.479570,2.458808,2.432419,2.399526,2.359257,2.310810,2.253503,2.186842,2.110563,2.024682,1.929512,1.825668,1.714036,1.595719,1.471979
3589,2.526169,2.525096,2.521798,2.516044,2.507447,2.495483,2.479496,2.458723,2.432323,2.399417,2.359137,2.310680,2.253365,2.186698,2.110418,2.024539,1.929375,1.825542,1.713924,1.595624,1.471905
3590,2.526129,2.525055,2.521755,2.515995,2.507392,2.495419,2.479422,2.458638,2.432226,2.399309,2.359017,2.310550,2.253227,2.186555,2.110273,2.024396,1.929239,1.825415,1.713812,1.595529,1.471830
3591,2.526090,2.525014,2.521711,2.515946,2.507337,2.495356,2.479349,2.458553,2.432130,2.399200,2.358898,2.310420,2.253089,2.186412,2.110128,2.024253,1.929102,1.825289,1.713699,1.595434,1.471756
3592,2.526050,2.524974,2.521667,2.515898,2.507281,2.495292,2.479275,2.458469,2.432033,2.399092,2.358778,2.310290,2.252951,2.186269,2.109983,2.024110,1.928965,1.825163,1.713587,1.595338,1.471681
3593,2.526010,2.524933,2.521623,2.515849,2.507226,2.495228,2.479201,2.458384,2.431937,2.398983,2.358658,2.310160,2.252813,2.186125,2.109838,2.023967,1.928829,1.825036,1.713475,1.595243,1.471607
3594,2.525970,2.524892,2.521580,2.515800,2.507170,2.495164,2.479127,2.458299,2.431840,2.398875,2.358538,2.310030,2.252675,2.185982,2.109693,2.023824,1.928692,1.824910,1.713362,1.595148,1.471532
3595,2.525930,2.524851,2.521536,2.515751,2.507115,2.495100,2.479054,2.458214,2.431743,2.398766,2.358418,2.309900,2.252537,2.185839,2.109548,2.023682,1.928556,1.824784,1.713250,1.595053,1.471458
3596,2.525890,2.524810,2.521492,2.515703,2.507059,2.495036,2.478980,2.458129,2.431647,2.398658,2.358298,2.309770,2.252399,2.185696,2.109403,2.023539,1.928419,1.824658,1.713138,1.594958,1.471384
3597,2.525850,2.524769,2.521448,2.515654,2.507004,2.494972,2.478906,2.458044,2.431550,2.398549,2.358178,2.309640,2.252261,2.185553,2.109258,2.023396,1.928283,1.824532,1.713026,1.594863,1.471309
3598,2.525810,2.524728,2.521404,2.515605,2.506948,2.494908,2.478832,2.457959,2.431453,2.398440,2.358058,2.309510,2.252123,2.185410,2.109113,2.023253,1.928146,1.824405,1.712914,1.594767,1.471235
3599,2.525770,2.524687,2.521359,2.515556,2.506892,2.494844,2.478758,2.457874,2.431356,2.398332,2.357938,2.309380,2.251985,2.185266,2.108968,2.023110,1.928010,1.824279,1.712801,1.594672,1.471161
3600,2.525729,2.524645,2.521315,2.515507,2.506837,2.494780,2.478684,2.457789,2.431260,2.398223,2.357818,2.309250,2.251847,2.185123,2.108823,2.022968,1.927873,1.824153,1.712689,1.594577,1.471087
3601,2.525689,2.524604,2.521271,2.515458,2.506781,2.494716,2.478610,2.457704,2.431163,2.398114,2.357698,2.309120,2.251709,2.184980,2.108679,2.022825,1.927737,1.824027,1.712577,1.594482,1.471013
3602,2.525649,2.524563,2.521227,2.515409,2.506725,2.494651,2.478536,2.457619,2.431066,2.398006,2.357578,2.308990,2.251571,2.184837,2.108534,2.022683,1.927601,1.823901,1.712465,1.594387,1.470939
3603,2.525609,2.524522,2.521183,2.515359,2.506669,2.494587,2.478461,2.457533,2.430969,2.397897,2.357458,2.308860,2.251434,2.184694,2.108389,2.022540,1.927464,1.823775,1.712353,1.594292,1.470865
