时间/s,0 cm,0.1 cm,0.2 cm,0.3 cm,0.4 cm,0.5 cm,0.6 cm,0.7 cm,0.8 cm,0.9 cm,1 cm,1.1 cm,1.2 cm,1.3 cm,1.4 cm,1.5 cm,1.6 cm,1.7 cm,1.8 cm,1.9 cm,2 cm
8888,1.969333,1.967063,1.960256,1.948932,1.933120,1.912859,1.888203,1.859211,1.825957,1.788520,1.746987,1.701448,1.651999,1.598731,1.541733,1.481082,1.416834,1.349018,1.277618,1.202554,1.123662
8889,1.969220,1.966949,1.960143,1.948820,1.933009,1.912749,1.888094,1.859105,1.825853,1.788419,1.746888,1.701353,1.651907,1.598643,1.541648,1.481000,1.416757,1.348945,1.277548,1.202488,1.123599
8890,1.969106,1.966836,1.960030,1.948708,1.932897,1.912639,1.887986,1.858999,1.825749,1.788317,1.746789,1.701257,1.651814,1.598554,1.541563,1.480919,1.416679,1.348871,1.277478,1.202422,1.123536
8891,1.968992,1.966722,1.959917,1.948595,1.932786,1.912530,1.887878,1.858893,1.825645,1.788216,1.746691,1.701161,1.651722,1.598465,1.541478,1.480837,1.416601,1.348797,1.277408,1.202356,1.123474
8892,1.968878,1.966608,1.959804,1.948483,1.932675,1.912420,1.887770,1.858786,1.825541,1.788114,1.746592,1.701066,1.651629,1.598376,1.541392,1.480756,1.416523,1.348723,1.277338,1.202290,1.123411
8893,1.968765,1.966495,1.959691,1.948371,1.932563,1.912310,1.887661,1.858680,1.825437,1.788013,1.746493,1.700970,1.651537,1.598287,1.541307,1.480674,1.416446,1.348649,1.277268,1.202224,1.123348
8894,1.968651,1.966381,1.959578,1.948258,1.932452,1.912200,1.887553,1.858574,1.825334,1.787912,1.746395,1.700875,1.651445,1.598198,1.541222,1.480593,1.416368,1.348575,1.277198,1.202158,1.123285
8895,1.968537,1.966268,1.959465,1.948146,1.932341,1.912090,1.887445,1.858468,1.825230,1.787810,1.746296,1.700779,1.651352,1.598109,1.541137,1.480511,1.416290,1.348502,1.277128,1.202092,1.123223
8896,1.968424,1.966154,1.959352,1.948034,1.932230,1.911980,1.887337,1.858362,1.825126,1.787709,1.746198,1.700683,1.651260,1.598020,1.541051,1.480430,1.416213,1.348428,1.277058,1.202025,1.123160
8897,1.968310,1.966041,1.959239,1.947921,1.932118,1.911870,1.887229,1.858255,1.825022,1.787607,1.746099,1.700588,1.651168,1.597931,1.540966,1.480348,1.416135,1.348354,1.276988,1.201959,1.123097
8898,1.968196,1.965927,1.959125,1.947809,1.932007,1.911761,1.887121,1.858149,1.824918,1.787506,1.746000,1.700492,1.651076,1.597843,1.540881,1.480267,1.416057,1.348280,1.276918,1.201893,1.123034
8899,1.968083,1.965814,1.959012,1.947697,1.931896,1.911651,1.887012,1.858043,1.824814,1.787405,1.745902,1.700397,1.650983,1.597754,1.540796,1.480185,1.415980,1.348206,1.276848,1.201827,1.122971
8900,1.967969,1.965700,1.958899,1.947585,1.931785,1.911541,1.886904,1.857937,1.824710,1.787303,1.745803,1.700301,1.650891,1.597665,1.540711,1.480104,1.415902,1.348133,1.276778,1.201761,1.122908
8901,1.967855,1.965587,1.958786,1.947472,1.931674,1.911431,1.886796,1.857831,1.824606,1.787202,1.745705,1.700206,1.650799,1.597576,1.540625,1.480022,1.415824,1.348059,1.276708,1.201695,1.122845
8902,1.967742,1.965473,1.958673,1.947360,1.931562,1.911321,1.886688,1.857724,1.824502,1.787100,1.745606,1.700110,1.650706,1.597487,1.540540,1.479941,1.415747,1.347985,1.276638,1.201629,1.122782
8903,1.967628,1.965360,1.958560,1.947248,1.931451,1.911211,1.886580,1.857618,1.824398,1.786999,1.745507,1.700015,1.650614,1.597398,1.540455,1.479859,1.415669,1.347911,1.276569,1.201563,1.122720
8904,1.967514,1.965246,1.958447,1.947135,1.931340,1.911102,1.886472,1.857512,1.824294,1.786898,1.745409,1.699919,1.650522,1.597310,1.540370,1.479778,1.415592,1.347837,1.276499,1.201497,1.122657
8905,1.967401,1.965133,1.958334,1.947023,1.931229,1.910992,1.886364,1.857406,1.824190,1.786796,1.745310,1.699824,1.650430,1.597221,1.540285,1.479697,1.415514,1.347764,1.276429,1.201431,1.122594
8906,1.967287,1.965019,1.958221,1.946911,1.931118,1.910882,1.886256,1.857300,1.824087,1.786695,1.745212,1.699728,1.650337,1.597132,1.540199,1.479615,1.415436,1.347690,1.276359,1.201365,1.122530
8907,1.967173,1.964906,1.958108,1.946799,1.931007,1.910772,1.886147,1.857194,1.823983,1.786594,1.745113,1.699633,1.650245,1.597043,1.540114,1.479534,1.415359,1.347616,1.276289,1.201298,1.122467
8908,1.967060,1.964792,1.957995,1.946687,1.930895,1.910663,1.886039,1.857088,1.823879,1.786492,1.745015,1.699537,1.650153,1.596954,1.540029,1.479452,1.415281,1.347542,1.276219,1.201232,1.122404
8909,1.966946,1.964679,1.957882,1.946574,1.930784,1.910553,1.885931,1.856982,1.823775,1.786391,1.744916,1.699442,1.650061,1.596866,1.539944,1.479371,1.415203,1.347469,1.276149,1.201166,1.122341
8910,1.966833,1.964565,1.957769,1.946462,1.930673,1.910443,1.885823,1.856875,1.823671,1.786290,1.744818,1.699346,1.649968,1.596777,1.539859,1.479289,1.415126,1.347395,1.276079,1.201100,1.122278
8911,1.966719,1.964452,1.957656,1.946350,1.930562,1.910333,1.885715,1.856769,1.823567,1.786188,1.744719,1.699251,1.649876,1.596688,1.539773,1.479208,1.415048,1.347321,1.276009,1.201034,1.122215
8912,1.966605,1.964338,1.957543,1.946238,1.930451,1.910224,1.885607,1.856663,1.823463,1.786087,1.744621,1.699155,1.649784,1.596599,1.539688,1.479127,1.414971,1.347247,1.275940,1.200968,1.122152
8913,1.966492,1.964225,1.957430,1.946126,1.930340,1.910114,1.885499,1.856557,1.823360,1.785986,1.744522,1.699060,1.649692,1.596511,1.539603,1.479045,1.414893,1.347174,1.275870,1.200902,1.122089
8914,1.966378,1.964112,1.957317,1.946013,1.930229,1.910004,1.885391,1.856451,1.823256,1.785885,1.744424,1.698964,1.649599,1.596422,1.539518,1.478964,1.414816,1.347100,1.275800,1.200836,1.122026
8915,1.966265,1.963998,1.957205,1.945901,1.930118,1.909894,1.885283,1.856345,1.823152,1.785783,1.744325,1.698869,1.649507,1.596333,1.539433,1.478882,1.414738,1.347026,1.275730,1.200770,1.121962
8916,1.966151,1.963885,1.957092,1.945789,1.930007,1.909785,1.885175,1.856239,1.823048,1.785682,1.744227,1.698773,1.649415,1.596244,1.539348,1.478801,1.414660,1.346953,1.275660,1.200704,1.121899
8917,1.966038,1.963771,1.956979,1.945677,1.929895,1.909675,1.885067,1.856133,1.822944,1.785581,1.744128,1.698678,1.649323,1.596156,1.539263,1.478720,1.414583,1.346879,1.275590,1.200638,1.121836
8918,1.965924,1.963658,1.956866,1.945565,1.929784,1.909565,1.884959,1.856027,1.822841,1.785479,1.744030,1.698582,1.649231,1.596067,1.539178,1.478638,1.414505,1.346805,1.275521,1.200572,1.121773
8919,1.965811,1.963545,1.956753,1.945453,1.929673,1.909456,1.884851,1.855921,1.822737,1.785378,1.743931,1.698487,1.649139,1.595978,1.539092,1.478557,1.414428,1.346731,1.275451,1.200506,1.121709
8920,1.965697,1.963431,1.956640,1.945341,1.929562,1.909346,1.884743,1.855815,1.822633,1.785277,1.743833,1.698391,1.649046,1.595889,1.539007,1.478476,1.414350,1.346658,1.275381,1.200440,1.121646
8921,1.965584,1.963318,1.956527,1.945228,1.929451,1.909236,1.884635,1.855709,1.822529,1.785176,1.743734,1.698296,1.648954,1.595801,1.538922,1.478394,1.414273,1.346584,1.275311,1.200374,1.121583
8922,1.965470,1.963205,1.956414,1.945116,1.929340,1.909127,1.884527,1.855603,1.822426,1.785074,1.743636,1.698201,1.648862,1.595712,1.538837,1.478313,1.414195,1.346510,1.275241,1.200307,1.121519
8923,1.965357,1.963091,1.956301,1.945004,1.929229,1.909017,1.884419,1.855497,1.822322,1.784973,1.743537,1.698105,1.648770,1.595623,1.538752,1.478231,1.414118,1.346437,1.275172,1.200241,1.121456
8924,1.965243,1.962978,1.956188,1.944892,1.929118,1.908907,1.884311,1.855391,1.822218,1.784872,1.743439,1.698010,1.648678,1.595535,1.538667,1.478150,1.414040,1.346363,1.275102,1.200175,1.121393
8925,1.965130,1.962865,1.956076,1.944780,1.929007,1.908798,1.884203,1.855285,1.822114,1.784771,1.743341,1.697914,1.648586,1.595446,1.538582,1.478069,1.413963,1.346289,1.275032,1.200109,1.121329
8926,1.965016,1.962751,1.955963,1.944668,1.928896,1.908688,1.884095,1.855179,1.822011,1.784670,1.743242,1.697819,1.648493,1.595357,1.538497,1.477987,1.413885,1.346216,1.274962,1.200043,1.121266
8927,1.964903,1.962638,1.955850,1.944556,1.928785,1.908578,1.883987,1.855073,1.821907,1.784568,1.743144,1.697724,1.648401,1.595269,1.538412,1.477906,1.413808,1.346142,1.274893,1.199977,1.121202
8928,1.964789,1.962525,1.955737,1.944444,1.928674,1.908469,1.883879,1.854967,1.821803,1.784467,1.743045,1.697628,1.648309,1.595180,1.538327,1.477825,1.413730,1.346069,1.274823,1.199911,1.121139
8929,1.964676,1.962412,1.955624,1.944332,1.928563,1.908359,1.883771,1.854861,1.821699,1.784366,1.742947,1.697533,1.648217,1.595091,1.538242,1.477744,1.413653,1.345995,1.274753,1.199845,1.121076
8930,1.964562,1.962298,1.955511,1.944220,1.928452,1.908250,1.883663,1.854755,1.821596,1.784265,1.742849,1.697438,1.648125,1.595003,1.538157,1.477662,1.413575,1.345921,1.274683,1.199779,1.121012
8931,1.964449,1.962185,1.955399,1.944108,1.928341,1.908140,1.883555,1.854649,1.821492,1.784164,1.742750,1.697342,1.648033,1.594914,1.538072,1.477581,1.413498,1.345848,1.274614,1.199713,1.120949
8932,1.964336,1.962072,1.955286,1.943996,1.928230,1.908030,1.883448,1.854543,1.821388,1.784063,1.742652,1.697247,1.647941,1.594825,1.537987,1.477500,1.413420,1.345774,1.274544,1.199647,1.120885
8933,1.964222,1.961958,1.955173,1.943884,1.928119,1.907921,1.883340,1.854437,1.821285,1.783961,1.742553,1.697152,1.647849,1.594737,1.537902,1.477418,1.413343,1.345701,1.274474,1.199581,1.120822
8934,1.964109,1.961845,1.955060,1.943772,1.928008,1.907811,1.883232,1.854331,1.821181,1.783860,1.742455,1.697056,1.647757,1.594648,1.537817,1.477337,1.413265,1.345627,1.274404,1.199515,1.120758
8935,1.963995,1.961732,1.954947,1.943660,1.927897,1.907702,1.883124,1.854225,1.821077,1.783759,1.742357,1.696961,1.647665,1.594559,1.537732,1.477256,1.413188,1.345553,1.274335,1.199449,1.120694
8936,1.963882,1.961619,1.954835,1.943548,1.927787,1.907592,1.883016,1.854119,1.820974,1.783658,1.742258,1.696866,1.647573,1.594471,1.537647,1.477175,1.413110,1.345480,1.274265,1.199382,1.120631
8937,1.963769,1.961506,1.954722,1.943436,1.927676,1.907483,1.882908,1.854014,1.820870,1.783557,1.742160,1.696770,1.647480,1.594382,1.537562,1.477093,1.413033,1.345406,1.274195,1.199316,1.120567
8938,1.963655,1.961392,1.954609,1.943324,1.927565,1.907373,1.882800,1.853908,1.820766,1.783456,1.742062,1.696675,1.647388,1.594294,1.537477,1.477012,1.412956,1.345333,1.274126,1.199250,1.120504
8939,1.963542,1.961279,1.954496,1.943212,1.927454,1.907264,1.882692,1.853802,1.820663,1.783355,1.741963,1.696580,1.647296,1.594205,1.537392,1.476931,1.412878,1.345259,1.274056,1.199184,1.120440
8940,1.963429,1.961166,1.954384,1.943100,1.927343,1.907154,1.882585,1.853696,1.820559,1.783254,1.741865,1.696484,1.647204,1.594116,1.537307,1.476850,1.412801,1.345186,1.273986,1.199118,1.120376
8941,1.963315,1.961053,1.954271,1.942988,1.927232,1.907045,1.882477,1.853590,1.820456,1.783152,1.741767,1.696389,1.647112,1.594028,1.537222,1.476768,1.412723,1.345112,1.273917,1.199052,1.120313
8942,1.963202,1.960940,1.954158,1.942876,1.927121,1.906935,1.882369,1.853484,1.820352,1.783051,1.741669,1.696294,1.647020,1.593939,1.537137,1.476687,1.412646,1.345039,1.273847,1.198986,1.120249
8943,1.963089,1.960826,1.954046,1.942764,1.927010,1.906826,1.882261,1.853378,1.820248,1.782950,1.741570,1.696199,1.646928,1.593851,1.537052,1.476606,1.412569,1.344965,1.273777,1.198920,1.120186
8944,1.962975,1.960713,1.953933,1.942652,1.926899,1.906716,1.882153,1.853272,1.820145,1.782849,1.741472,1.696103,1.646836,1.593762,1.536967,1.476525,1.412491,1.344892,1.273708,1.198854,1.120122
8945,1.962862,1.960600,1.953820,1.942540,1.926789,1.906607,1.882045,1.853167,1.820041,1.782748,1.741374,1.696008,1.646744,1.593673,1.536882,1.476443,1.412414,1.344818,1.273638,1.198788,1.120059
8946,1.962749,1.960487,1.953707,1.942428,1.926678,1.906497,1.881938,1.853061,1.819938,1.782647,1.741275,1.695913,1.646652,1.593585,1.536797,1.476362,1.412336,1.344745,1.273568,1.198721,1.119995
8947,1.962635,1.960374,1.953595,1.942316,1.926567,1.906388,1.881830,1.852955,1.819834,1.782546,1.741177,1.695818,1.646560,1.593496,1.536712,1.476281,1.412259,1.344671,1.273499,1.198655,1.119932
8948,1.962522,1.960261,1.953482,1.942204,1.926456,1.906278,1.881722,1.852849,1.819730,1.782445,1.741079,1.695722,1.646468,1.593408,1.536627,1.476200,1.412182,1.344598,1.273429,1.198589,1.119869
8949,1.962409,1.960147,1.953369,1.942092,1.926345,1.906169,1.881614,1.852743,1.819627,1.782344,1.740981,1.695627,1.646376,1.593319,1.536542,1.476119,1.412104,1.344524,1.273359,1.198523,1.119806
8950,1.962295,1.960034,1.953257,1.941980,1.926234,1.906059,1.881507,1.852638,1.819523,1.782243,1.740882,1.695532,1.646284,1.593231,1.536457,1.476038,1.412027,1.344451,1.273290,1.198457,1.119743
8951,1.962182,1.959921,1.953144,1.941868,1.926124,1.905950,1.881399,1.852532,1.819420,1.782142,1.740784,1.695437,1.646192,1.593142,1.536372,1.475956,1.411950,1.344377,1.273220,1.198390,1.119679
8952,1.962069,1.959808,1.953031,1.941757,1.926013,1.905840,1.881291,1.852426,1.819316,1.782041,1.740686,1.695342,1.646100,1.593054,1.536287,1.475875,1.411872,1.344304,1.273150,1.198324,1.119616
8953,1.961956,1.959695,1.952919,1.941645,1.925902,1.905731,1.881183,1.852320,1.819213,1.781940,1.740588,1.695246,1.646008,1.592965,1.536202,1.475794,1.411795,1.344230,1.273081,1.198258,1.119553
8954,1.961842,1.959582,1.952806,1.941533,1.925791,1.905622,1.881076,1.852214,1.819109,1.781839,1.740489,1.695151,1.645917,1.592877,1.536118,1.475713,1.411718,1.344157,1.273011,1.198192,1.119490
8955,1.961729,1.959469,1.952694,1.941421,1.925680,1.905512,1.880968,1.852109,1.819006,1.781738,1.740391,1.695056,1.645825,1.592788,1.536033,1.475632,1.411640,1.344083,1.272942,1.198126,1.119428
8956,1.961616,1.959356,1.952581,1.941309,1.925570,1.905403,1.880860,1.852003,1.818902,1.781637,1.740293,1.694961,1.645733,1.592700,1.535948,1.475551,1.411563,1.344010,1.272872,1.198059,1.119365
8957,1.961503,1.959243,1.952468,1.941197,1.925459,1.905293,1.880752,1.851897,1.818799,1.781536,1.740195,1.694866,1.645641,1.592611,1.535863,1.475470,1.411486,1.343937,1.272802,1.197993,1.119302
8958,1.961390,1.959130,1.952356,1.941086,1.925348,1.905184,1.880645,1.851791,1.818695,1.781435,1.740097,1.694770,1.645549,1.592523,1.535778,1.475388,1.411409,1.343863,1.272733,1.197927,1.119239
8959,1.961276,1.959017,1.952243,1.940974,1.925237,1.905075,1.880537,1.851686,1.818592,1.781334,1.739999,1.694675,1.645457,1.592434,1.535693,1.475307,1.411331,1.343790,1.272663,1.197860,1.119176
8960,1.961163,1.958904,1.952131,1.940862,1.925127,1.904965,1.880429,1.851580,1.818488,1.781233,1.739900,1.694580,1.645365,1.592346,1.535608,1.475226,1.411254,1.343716,1.272593,1.197794,1.119114
8961,1.961050,1.958790,1.952018,1.940750,1.925016,1.904856,1.880322,1.851474,1.818385,1.781132,1.739802,1.694485,1.645273,1.592257,1.535524,1.475145,1.411177,1.343643,1.272523,1.197728,1.119051
8962,1.960937,1.958677,1.951905,1.940638,1.924905,1.904747,1.880214,1.851369,1.818281,1.781031,1.739704,1.694390,1.645181,1.592169,1.535439,1.475064,1.411099,1.343569,1.272454,1.197661,1.118989
8963,1.960824,1.958564,1.951793,1.940526,1.924794,1.904637,1.880106,1.851263,1.818178,1.780930,1.739606,1.694295,1.645089,1.592081,1.535354,1.474983,1.411022,1.343496,1.272384,1.197595,1.118926
8964,1.960710,1.958451,1.951680,1.940415,1.924684,1.904528,1.879999,1.851157,1.818074,1.780829,1.739508,1.694200,1.644997,1.591992,1.535269,1.474902,1.410945,1.343422,1.272314,1.197529,1.118864
8965,1.960597,1.958338,1.951568,1.940303,1.924573,1.904419,1.879891,1.851051,1.817971,1.780728,1.739410,1.694105,1.644906,1.591904,1.535184,1.474821,1.410868,1.343349,1.272245,1.197462,1.118801
8966,1.960484,1.958225,1.951455,1.940191,1.924462,1.904309,1.879783,1.850946,1.817868,1.780628,1.739311,1.694009,1.644814,1.591815,1.535099,1.474740,1.410790,1.343276,1.272175,1.197396,1.118739
8967,1.960371,1.958112,1.951343,1.940079,1.924352,1.904200,1.879676,1.850840,1.817764,1.780527,1.739213,1.693914,1.644722,1.591727,1.535015,1.474659,1.410713,1.343202,1.272105,1.197330,1.118676
8968,1.960258,1.957999,1.951230,1.939968,1.924241,1.904091,1.879568,1.850734,1.817661,1.780426,1.739115,1.693819,1.644630,1.591639,1.534930,1.474578,1.410636,1.343129,1.272035,1.197263,1.118614
8969,1.960145,1.957886,1.951118,1.939856,1.924130,1.903981,1.879460,1.850629,1.817557,1.780325,1.739017,1.693724,1.644538,1.591550,1.534845,1.474497,1.410559,1.343055,1.271966,1.197197,1.118552
8970,1.960032,1.957774,1.951005,1.939744,1.924020,1.903872,1.879353,1.850523,1.817454,1.780224,1.738919,1.693629,1.644446,1.591462,1.534760,1.474415,1.410481,1.342982,1.271896,1.197131,1.118490
8971,1.959918,1.957661,1.950893,1.939632,1.923909,1.903763,1.879245,1.850417,1.817350,1.780123,1.738821,1.693534,1.644355,1.591373,1.534676,1.474334,1.410404,1.342908,1.271826,1.197064,1.118427
8972,1.959805,1.957548,1.950780,1.939521,1.923798,1.903654,1.879138,1.850312,1.817247,1.780022,1.738723,1.693439,1.644263,1.591285,1.534591,1.474253,1.410327,1.342835,1.271756,1.196998,1.118365
8973,1.959692,1.957435,1.950668,1.939409,1.923688,1.903544,1.879030,1.850206,1.817144,1.779921,1.738625,1.693344,1.644171,1.591197,1.534506,1.474172,1.410250,1.342761,1.271687,1.196931,1.118303
8974,1.959579,1.957322,1.950555,1.939297,1.923577,1.903435,1.878922,1.850101,1.817040,1.779821,1.738527,1.693249,1.644079,1.591108,1.534421,1.474091,1.410172,1.342688,1.271617,1.196865,1.118241
8975,1.959466,1.957209,1.950443,1.939186,1.923466,1.903326,1.878815,1.849995,1.816937,1.779720,1.738429,1.693154,1.643987,1.591020,1.534337,1.474010,1.410095,1.342615,1.271547,1.196799,1.118179
8976,1.959353,1.957096,1.950330,1.939074,1.923356,1.903217,1.878707,1.849889,1.816834,1.779619,1.738331,1.693059,1.643896,1.590932,1.534252,1.473929,1.410018,1.342541,1.271477,1.196732,1.118117
8977,1.959240,1.956983,1.950218,1.938962,1.923245,1.903107,1.878600,1.849784,1.816730,1.779518,1.738233,1.692964,1.643804,1.590843,1.534167,1.473848,1.409941,1.342468,1.271407,1.196666,1.118055
8978,1.959127,1.956870,1.950105,1.938851,1.923135,1.902998,1.878492,1.849678,1.816627,1.779417,1.738135,1.692869,1.643712,1.590755,1.534082,1.473767,1.409863,1.342394,1.271338,1.196600,1.117994
8979,1.959014,1.956757,1.949993,1.938739,1.923024,1.902889,1.878385,1.849573,1.816524,1.779316,1.738036,1.692774,1.643620,1.590667,1.533998,1.473686,1.409786,1.342321,1.271268,1.196533,1.117932
8980,1.958901,1.956644,1.949881,1.938627,1.922913,1.902780,1.878277,1.849467,1.816420,1.779216,1.737938,1.692679,1.643529,1.590578,1.533913,1.473605,1.409709,1.342247,1.271198,1.196467,1.117870
8981,1.958788,1.956531,1.949768,1.938516,1.922803,1.902670,1.878170,1.849361,1.816317,1.779115,1.737840,1.692584,1.643437,1.590490,1.533828,1.473524,1.409632,1.342174,1.271128,1.196401,1.117808
8982,1.958675,1.956419,1.949656,1.938404,1.922692,1.902561,1.878062,1.849256,1.816214,1.779014,1.737742,1.692489,1.643345,1.590402,1.533743,1.473443,1.409554,1.342100,1.271058,1.196334,1.117747
8983,1.958562,1.956306,1.949543,1.938292,1.922582,1.902452,1.877955,1.849150,1.816110,1.778913,1.737644,1.692394,1.643253,1.590313,1.533659,1.473362,1.409477,1.342027,1.270989,1.196268,1.117685
8984,1.958449,1.956193,1.949431,1.938181,1.922471,1.902343,1.877847,1.849045,1.816007,1.778812,1.737546,1.692299,1.643162,1.590225,1.533574,1.473281,1.409400,1.341953,1.270919,1.196201,1.117623
8985,1.958336,1.956080,1.949319,1.938069,1.922361,1.902234,1.877740,1.848939,1.815904,1.778712,1.737448,1.692204,1.643070,1.590137,1.533489,1.473200,1.409323,1.341880,1.270849,1.196135,1.117562
8986,1.958223,1.955967,1.949206,1.937957,1.922250,1.902125,1.877632,1.848834,1.815801,1.778611,1.737350,1.692109,1.642978,1.590048,1.533405,1.473119,1.409246,1.341807,1.270779,1.196069,1.117500
8987,1.958110,1.955854,1.949094,1.937846,1.922140,1.902015,1.877525,1.848728,1.815697,1.778510,1.737253,1.692014,1.642886,1.589960,1.533320,1.473038,1.409168,1.341733,1.270709,1.196002,1.117439
8988,1.957997,1.955742,1.948981,1.937734,1.922029,1.901906,1.877417,1.848623,1.815594,1.778409,1.737155,1.691919,1.642795,1.589872,1.533235,1.472957,1.409091,1.341660,1.270639,1.195936,1.117377
8989,1.957884,1.955629,1.948869,1.937623,1.921919,1.901797,1.877310,1.848517,1.815491,1.778309,1.737057,1.691824,1.642703,1.589784,1.533151,1.472876,1.409014,1.341586,1.270569,1.195870,1.117316
8990,1.957771,1.955516,1.948757,1.937511,1.921808,1.901688,1.877202,1.848412,1.815387,1.778208,1.736959,1.691729,1.642611,1.589695,1.533066,1.472795,1.408937,1.341513,1.270499,1.195803,1.117255
8991,1.957658,1.955403,1.948644,1.937400,1.921698,1.901579,1.877095,1.848306,1.815284,1.778107,1.736861,1.691634,1.642520,1.589607,1.532981,1.472714,1.408859,1.341439,1.270430,1.195737,1.117193
8992,1.957545,1.955290,1.948532,1.937288,1.921587,1.901470,1.876987,1.848201,1.815181,1.778007,1.736763,1.691539,1.642428,1.589519,1.532897,1.472633,1.408782,1.341366,1.270360,1.195671,1.117132
8993,1.957432,1.955178,1.948420,1.937176,1.921477,1.901361,1.876880,1.848095,1.815078,1.777906,1.736665,1.691444,1.642336,1.589431,1.532812,1.472552,1.408705,1.341292,1.270290,1.195604,1.117071
8994,1.957319,1.955065,1.948307,1.937065,1.921366,1.901252,1.876772,1.847990,1.814975,1.777805,1.736567,1.691350,1.642245,1.589342,1.532727,1.472471,1.408628,1.341219,1.270220,1.195538,1.117010
8995,1.957206,1.954952,1.948195,1.936953,1.921256,1.901143,1.876665,1.847884,1.814871,1.777704,1.736469,1.691255,1.642153,1.589254,1.532643,1.472390,1.408550,1.341145,1.270150,1.195472,1.116949
8996,1.957093,1.954839,1.948083,1.936842,1.921145,1.901033,1.876558,1.847779,1.814768,1.777604,1.736371,1.691160,1.642061,1.589166,1.532558,1.472309,1.408473,1.341072,1.270080,1.195405,1.116887
8997,1.956980,1.954726,1.947971,1.936730,1.921035,1.900924,1.876450,1.847674,1.814665,1.777503,1.736273,1.691065,1.641970,1.589078,1.532473,1.472228,1.408396,1.340998,1.270010,1.195339,1.116826
8998,1.956867,1.954614,1.947858,1.936619,1.920924,1.900815,1.876343,1.847568,1.814562,1.777402,1.736175,1.690970,1.641878,1.588990,1.532389,1.472147,1.408319,1.340924,1.269940,1.195273,1.116765
8999,1.956755,1.954501,1.947746,1.936507,1.920814,1.900706,1.876235,1.847463,1.814459,1.777302,1.736077,1.690875,1.641786,1.588901,1.532304,1.472066,1.408241,1.340851,1.269870,1.195207,1.116704
9000,1.956642,1.954388,1.947634,1.936396,1.920703,1.900597,1.876128,1.847357,1.814355,1.777201,1.735980,1.690780,1.641695,1.588813,1.532219,1.471986,1.408164,1.340777,1.269800,1.195140,1.116643
9001,1.956529,1.954276,1.947521,1.936284,1.920593,1.900488,1.876021,1.847252,1.814252,1.777100,1.735882,1.690685,1.641603,1.588725,1.532135,1.471905,1.408087,1.340704,1.269730,1.195074,1.116583
9002,1.956416,1.954163,1.947409,1.936173,1.920483,1.900379,1.875913,1.847146,1.814149,1.777000,1.735784,1.690591,1.641512,1.588637,1.532050,1.471824,1.408010,1.340630,1.269660,1.195008,1.116522
9003,1.956303,1.954050,1.947297,1.936061,1.920372,1.900270,1.875806,1.847041,1.814046,1.776899,1.735686,1.690496,1.641420,1.588548,1.531965,1.471743,1.407933,1.340557,1.269590,1.194942,1.116461
9004,1.956190,1.953937,1.947185,1.935950,1.920262,1.900161,1.875699,1.846936,1.813943,1.776799,1.735588,1.690401,1.641328,1.588460,1.531881,1.471662,1.407855,1.340483,1.269520,1.194875,1.116400
9005,1.956077,1.953825,1.947073,1.935838,1.920151,1.900052,1.875591,1.846830,1.813840,1.776698,1.735490,1.690306,1.641237,1.588372,1.531796,1.471581,1.407778,1.340410,1.269450,1.194809,1.116339
9006,1.955965,1.953712,1.946960,1.935727,1.920041,1.899943,1.875484,1.846725,1.813737,1.776597,1.735392,1.690211,1.641145,1.588284,1.531712,1.471500,1.407701,1.340336,1.269380,1.194743,1.116278
9007,1.955852,1.953599,1.946848,1.935616,1.919931,1.899834,1.875377,1.846620,1.813633,1.776497,1.735295,1.690116,1.641054,1.588196,1.531627,1.471419,1.407624,1.340262,1.269310,1.194677,1.116217
9008,1.955739,1.953487,1.946736,1.935504,1.919820,1.899725,1.875269,1.846514,1.813530,1.776396,1.735197,1.690022,1.640962,1.588108,1.531542,1.471338,1.407546,1.340189,1.269240,1.194611,1.116157
9009,1.955626,1.953374,1.946624,1.935393,1.919710,1.899616,1.875162,1.846409,1.813427,1.776296,1.735099,1.689927,1.640870,1.588019,1.531458,1.471257,1.407469,1.340115,1.269170,1.194544,1.116096
9010,1.955513,1.953261,1.946512,1.935281,1.919600,1.899507,1.875055,1.846303,1.813324,1.776195,1.735001,1.689832,1.640779,1.587931,1.531373,1.471176,1.407392,1.340042,1.269100,1.194478,1.116035
9011,1.955401,1.953149,1.946399,1.935170,1.919489,1.899398,1.874947,1.846198,1.813221,1.776094,1.734903,1.689737,1.640687,1.587843,1.531288,1.471095,1.407315,1.339968,1.269030,1.194412,1.115974
9012,1.955288,1.953036,1.946287,1.935058,1.919379,1.899289,1.874840,1.846093,1.813118,1.775994,1.734806,1.689642,1.640596,1.587755,1.531204,1.471014,1.407237,1.339895,1.268960,1.194346,1.115913
9013,1.955175,1.952923,1.946175,1.934947,1.919269,1.899180,1.874733,1.845988,1.813015,1.775893,1.734708,1.689548,1.640504,1.587667,1.531119,1.470933,1.407160,1.339821,1.268890,1.194280,1.115852
9014,1.955062,1.952811,1.946063,1.934836,1.919158,1.899071,1.874625,1.845882,1.812912,1.775793,1.734610,1.689453,1.640413,1.587579,1.531035,1.470852,1.407083,1.339747,1.268820,1.194214,1.115792
9015,1.954949,1.952698,1.945951,1.934724,1.919048,1.898962,1.874518,1.845777,1.812809,1.775692,1.734512,1.689358,1.640321,1.587491,1.530950,1.470771,1.407006,1.339674,1.268750,1.194148,1.115731
